Id,MSZoning,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice,OverallQual_binned,Normalized_OverallQual,Normalized_SalePrice
778,RL,13350,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,102,864,GasA,TA,Y,SBrkr,894,0,894,1,1,0,3,TA,5,Typ,1,2,440,Y,241,0,0,0,6,2006,WD,Normal,142500,Medium,0.020923433,0.018875028
779,RH,8400,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,GasA,TA,Y,SBrkr,2020,0,2020,0,2,0,4,TA,10,Typ,2,2,630,Y,0,0,0,0,10,2007,WD,Normal,144000,Medium,0.020923433,0.019073713
780,RL,10530,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,975,GasA,TA,Y,SBrkr,1004,0,1004,1,1,0,2,TA,4,Typ,0,2,504,Y,0,0,0,0,5,2006,WD,Normal,135000,Medium,0.025108119,0.017881605
781,RL,7875,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,1237,1237,GasA,Gd,Y,SBrkr,1253,0,1253,0,2,0,3,TA,6,Typ,1,2,402,Y,220,21,0,0,6,2007,WD,Normal,176000,Medium,0.029292806,0.023312315
782,RL,7153,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,374,761,GasA,Ex,Y,SBrkr,810,793,1603,0,2,1,3,Gd,7,Typ,0,2,484,Y,0,124,0,0,7,2006,WD,Normal,175900,Medium,0.025108119,0.02329907
783,RL,16285,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1413,1413,GasA,Ex,Y,SBrkr,1430,0,1430,0,2,0,3,Gd,6,Typ,0,2,605,Y,0,33,0,0,6,2009,WD,Normal,187100,Medium,0.029292806,0.024782581
784,RL,9101,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,1097,GasA,Ex,Y,SBrkr,1110,0,1110,1,1,0,1,Gd,4,Typ,1,2,602,Y,303,30,0,0,7,2009,WD,Normal,165500,Medium,0.020923433,0.021921524
785,RM,6300,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,742,742,GasA,Ex,Y,SBrkr,742,742,1484,0,2,0,3,TA,9,Typ,1,0,0,Y,0,291,0,0,6,2008,WD,Normal,128000,Medium,0.025108119,0.016954411
786,RL,9790,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,491,1372,GasA,TA,Y,SBrkr,1342,0,1342,0,2,0,3,TA,7,Typ,1,2,457,Y,0,0,197,0,9,2009,WD,Normal,161500,Medium,0.025108119,0.021391698
787,RM,10800,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,686,GasA,TA,Y,SBrkr,966,686,1652,1,2,0,4,TA,7,Typ,0,1,416,Y,0,0,0,0,6,2010,WD,Normal,139000,Medium,0.020923433,0.018411431
788,RL,10142,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,300,956,GasA,Ex,Y,SBrkr,956,1128,2084,1,2,1,4,Gd,8,Typ,0,2,618,Y,0,45,0,0,1,2010,WD,Normal,233000,Medium,0.029292806,0.030862327
789,RM,6000,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,901,901,GasA,Ex,Y,SBrkr,901,0,901,0,1,0,2,TA,4,Typ,0,1,281,Y,0,0,0,0,8,2008,WD,Normal,107900,Low,0.016738746,0.014292039
790,RL,12205,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,264,832,GasA,Gd,Y,SBrkr,976,1111,2087,0,2,1,5,Gd,9,Typ,0,2,444,Y,133,168,0,0,7,2007,WD,Normal,187500,Medium,0.025108119,0.024835563
791,RL,3182,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,1129,1145,GasA,Ex,Y,SBrkr,1145,0,1145,0,2,0,2,Gd,5,Typ,1,2,397,Y,100,16,0,0,9,2009,WD,Normal,160200,Medium,0.029292806,0.021219505
792,RL,11333,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,490,1029,GasA,TA,Y,SBrkr,1062,0,1062,1,1,0,3,TA,5,Typ,2,2,539,Y,120,0,0,0,5,2007,WD,Normal,146800,Medium,0.025108119,0.01944459
793,RL,9920,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,255,1117,GasA,Ex,Y,SBrkr,1127,886,2013,1,2,1,3,TA,8,Typ,1,2,455,Y,180,130,0,0,6,2007,WD,Normal,269790,Medium,0.029292806,0.035735395
794,RL,9158,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1496,1496,GasA,Ex,Y,SBrkr,1496,0,1496,0,2,0,3,Gd,7,Typ,0,2,474,Y,168,130,0,0,6,2007,New,Partial,225000,High,0.033477492,0.029802676
795,RL,10832,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,712,712,GasA,Ex,Y,SBrkr,1086,809,1895,0,2,1,3,Gd,7,Typ,1,2,409,Y,143,46,0,0,10,2008,WD,Normal,194500,Medium,0.029292806,0.025762758
796,RL,8400,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,650,650,GasA,TA,Y,SBrkr,888,676,1564,0,2,1,3,TA,7,Typ,1,2,476,Y,0,50,204,0,4,2010,WD,Normal,171000,Medium,0.025108119,0.022650034
797,RL,8197,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,660,660,GasA,Ex,Y,SBrkr,1285,0,1285,0,1,1,3,TA,7,Typ,1,2,528,Y,138,0,0,0,4,2007,WD,Normal,143500,Medium,0.025108119,0.019007484
798,RL,7677,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,203,773,GasA,Gd,Y,SBrkr,773,0,773,0,1,0,2,TA,4,Typ,0,1,240,Y,0,0,0,0,4,2008,WD,Abnorml,110000,Medium,0.020923433,0.014570197
799,RL,13518,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,3140,0,3,1,4,Ex,11,Typ,2,3,820,Y,144,78,0,0,7,2009,New,Partial,485000,High,0.037662179,0.064241323
800,RL,7200,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,162,731,GasA,Ex,Y,SBrkr,981,787,1768,1,1,1,3,Gd,7,Typ,2,1,240,Y,0,0,0,0,6,2007,WD,Normal,175000,Medium,0.020923433,0.023179859
801,RL,12798,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,154,616,GasA,Gd,Y,SBrkr,616,1072,1688,1,2,1,4,Gd,8,Typ,0,2,603,Y,403,114,0,0,5,2008,WD,Normal,200000,Medium,0.025108119,0.026491267
802,RM,4800,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,999,1196,GasA,Ex,Y,FuseA,1196,0,1196,1,1,0,2,TA,5,Typ,0,2,440,Y,0,0,0,0,7,2007,WD,Normal,109900,Low,0.016738746,0.014556951
803,RL,8199,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,80,728,GasA,Ex,Y,SBrkr,728,728,1456,1,2,1,3,Gd,7,Typ,1,2,410,Y,36,18,0,0,10,2008,WD,Normal,189000,Medium,0.029292806,0.025034248
804,RL,13891,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,2822,0,3,1,4,Ex,12,Typ,1,3,1020,Y,52,170,192,0,1,2009,New,Partial,582933,High,0.037662179,0.07721317
805,RL,9000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,124,936,GasA,TA,Y,SBrkr,1128,0,1128,0,1,0,2,TA,5,Min1,0,1,286,Y,0,0,0,0,6,2006,WD,Family,118000,Medium,0.020923433,0.015629848
806,RL,12274,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1417,1417,GasA,Ex,Y,SBrkr,1428,0,1428,0,2,0,3,Ex,6,Typ,0,2,554,Y,0,60,0,0,7,2008,New,Partial,227680,Medium,0.029292806,0.030157659
807,RL,9750,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,100,980,GasA,Gd,Y,SBrkr,980,0,980,0,2,0,3,TA,6,Typ,0,1,384,Y,68,0,0,0,10,2006,WD,Normal,135500,Medium,0.020923433,0.017947834
808,RL,21384,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,15,1324,GasA,Ex,Y,SBrkr,1072,504,1576,2,1,1,3,Gd,6,Typ,1,2,528,Y,0,312,0,0,5,2009,WD,Normal,223500,Medium,0.020923433,0.029603991
809,RL,13400,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,380,1024,GasA,TA,Y,SBrkr,1086,0,1086,1,1,0,3,TA,6,Typ,1,2,484,Y,0,0,0,0,6,2006,WD,Normal,159950,Medium,0.020923433,0.021186391
810,RM,8100,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,849,849,GasA,TA,N,FuseA,1075,1063,2138,0,2,0,2,TA,11,Typ,0,2,360,N,40,156,0,0,11,2009,WD,Normal,106000,Medium,0.020923433,0.014040372
811,RL,10140,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,0,1040,GasA,Fa,Y,SBrkr,1309,0,1309,1,1,1,3,Gd,5,Typ,1,2,484,Y,265,0,0,648,1,2006,WD,Normal,181000,Medium,0.025108119,0.023974597
812,RM,4438,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,186,848,GasA,Ex,Y,SBrkr,848,0,848,1,1,0,1,Gd,4,Typ,1,2,420,Y,140,0,0,0,6,2008,ConLD,Normal,144500,Medium,0.025108119,0.019139941
813,C (all),8712,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,540,540,GasA,TA,N,FuseA,1044,0,1044,0,1,0,2,Fa,4,Typ,0,2,504,N,0,0,0,0,6,2010,WD,Alloca,55993,Medium,0.020923433,0.007416628
814,RL,9750,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,834,1442,GasA,Gd,Y,SBrkr,1442,0,1442,0,1,1,4,TA,7,Typ,0,1,301,Y,0,0,0,0,4,2007,COD,Normal,157900,Medium,0.025108119,0.020914856
815,RL,8248,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1918,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,686,686,GasW,Gd,Y,SBrkr,686,564,1250,0,1,1,3,Fa,7,Typ,0,1,280,P,207,0,0,0,7,2006,WD,Normal,116000,Medium,0.020923433,0.015364935
816,RL,12137,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1649,1649,GasA,Ex,Y,SBrkr,1661,0,1661,0,2,0,3,Gd,6,Typ,0,2,598,Y,0,34,0,0,5,2010,WD,Normal,224900,Medium,0.029292806,0.02978943
817,RL,11425,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,522,1008,GasA,Gd,Y,SBrkr,1008,0,1008,0,1,0,2,TA,4,Typ,1,1,275,Y,0,0,0,0,7,2006,WD,Normal,137000,Medium,0.020923433,0.018146518
818,RL,13265,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,350,1568,GasA,Ex,Y,SBrkr,1689,0,1689,1,2,0,3,Gd,7,Typ,2,3,857,Y,150,59,0,0,7,2008,WD,Normal,271000,High,0.033477492,0.035895667
819,RL,8816,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,506,1010,GasA,Gd,Y,SBrkr,1052,0,1052,1,1,0,3,TA,6,Typ,0,2,440,Y,0,0,0,0,6,2010,WD,Normal,155000,Medium,0.025108119,0.020530732
820,RL,6371,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,625,1358,GasA,Ex,Y,SBrkr,1358,0,1358,1,2,0,2,Gd,6,Typ,1,2,484,Y,192,35,0,0,6,2010,New,Partial,224000,Medium,0.029292806,0.029670219
821,RL,7226,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,798,798,GasA,Ex,Y,SBrkr,798,842,1640,0,2,1,3,Gd,6,Typ,0,2,595,Y,0,45,0,0,6,2008,WD,Normal,183000,Medium,0.029292806,0.02423951
822,RM,6000,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,936,936,GasA,TA,N,SBrkr,936,0,936,0,1,0,2,TA,4,Min2,0,2,576,Y,0,32,0,0,2,2009,WD,Normal,93000,Low,0.016738746,0.012318439
823,RL,12394,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,847,847,GasA,Ex,Y,SBrkr,847,886,1733,0,2,1,3,Gd,7,Typ,1,2,433,Y,100,48,0,0,10,2007,WD,Family,225000,Medium,0.029292806,0.029802676
824,RL,9900,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,778,778,GasA,TA,Y,SBrkr,944,545,1489,0,2,0,3,TA,7,Typ,1,1,240,Y,335,0,0,0,7,2009,WD,Normal,139500,Medium,0.025108119,0.018477659
825,FV,11216,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,1489,1489,GasA,Ex,Y,SBrkr,1489,0,1489,0,2,0,3,Gd,7,Typ,1,2,776,Y,0,140,0,0,6,2006,New,Partial,232600,High,0.033477492,0.030809344
826,RL,14803,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,442,2078,GasA,Ex,Y,SBrkr,2084,0,2084,1,2,0,2,Ex,7,Typ,1,3,1220,Y,188,45,0,0,6,2008,New,Partial,385000,High,0.041846865,0.05099569
827,RM,6130,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,784,GasA,Gd,Y,SBrkr,784,0,784,1,1,0,2,Gd,5,Typ,0,0,0,Y,0,0,0,0,5,2008,WD,Normal,109500,Medium,0.020923433,0.014503969
828,RL,8529,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,1434,1454,GasA,Ex,Y,SBrkr,1434,0,1434,0,2,0,3,Gd,6,Typ,1,2,527,Y,290,39,0,0,4,2009,WD,Normal,189000,Medium,0.029292806,0.025034248
829,RL,28698,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,0,1013,GasA,TA,Y,SBrkr,1160,966,2126,0,2,1,3,TA,7,Min2,0,2,538,Y,486,0,225,0,6,2009,WD,Abnorml,185000,Medium,0.020923433,0.024504422
830,FV,2544,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,600,600,GasA,Ex,Y,SBrkr,520,623,1223,0,2,1,2,Gd,4,Typ,0,2,480,Y,0,166,0,0,7,2006,WD,Normal,147400,Medium,0.029292806,0.019524064
831,RL,11900,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,352,1392,GasA,TA,Y,FuseA,1392,0,1392,1,1,1,3,TA,6,Typ,2,2,458,Y,0,0,192,0,6,2008,WD,Normal,166000,Medium,0.025108119,0.021987752
832,FV,3180,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,600,600,GasA,Ex,Y,SBrkr,520,600,1200,0,2,1,2,Gd,4,Typ,0,2,480,Y,0,166,0,0,6,2006,WD,Normal,151000,Medium,0.029292806,0.020000907
833,RL,9548,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,458,941,GasA,Ex,Y,SBrkr,941,888,1829,1,2,1,3,Gd,7,Typ,1,2,613,Y,192,39,0,0,1,2010,WD,Normal,237000,Medium,0.029292806,0.031392152
834,RL,10004,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,975,1516,GasA,TA,Y,SBrkr,1516,0,1516,0,1,1,3,TA,6,Typ,0,2,472,Y,0,0,152,0,2,2009,WD,Normal,167000,Medium,0.025108119,0.022120208
835,RL,7875,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,572,1144,GasA,Gd,Y,SBrkr,1144,0,1144,1,1,0,3,TA,6,Typ,0,2,456,Y,0,0,0,0,9,2008,WD,Normal,139950,Medium,0.020923433,0.018537264
836,RL,9600,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,625,1067,GasA,TA,Y,SBrkr,1067,0,1067,0,2,0,2,Gd,4,Min2,0,2,436,Y,290,0,0,0,2,2010,WD,Normal,128000,Low,0.016738746,0.016954411
837,RM,8100,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,1221,1559,GasA,Gd,Y,SBrkr,1559,0,1559,1,1,0,2,TA,5,Min2,0,2,812,Y,0,116,0,0,6,2007,COD,Normal,153500,Medium,0.020923433,0.020332048
838,RM,1680,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,153,483,GasA,TA,Y,SBrkr,483,504,987,1,1,1,2,TA,5,Typ,0,1,264,Y,0,0,0,0,11,2008,WD,Normal,100000,Medium,0.025108119,0.013245634
839,RL,9525,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1099,1099,GasA,Ex,Y,SBrkr,1099,0,1099,0,1,1,3,Gd,6,Typ,0,1,352,Y,278,0,0,0,6,2008,WD,Normal,144000,Medium,0.020923433,0.019073713
840,RL,11767,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,416,768,GasA,Ex,Y,SBrkr,768,432,1200,0,1,0,3,TA,6,Typ,0,1,240,Y,0,0,0,0,5,2008,WD,Normal,130500,Medium,0.020923433,0.017285552
